service_id,label_en,label_fr,org
2597,Contributions in support of the Forest Innovation Program,Contributions à l'appui du Programme de promotion de ld'innovation forestière en foresterie,nrcan-rncan
2596,Contributions in support of Investments in the Forest Industry Transformation Program,Contribution à l'appui du Programme d'investissements dans la transformation de l'industrie forestière,nrcan-rncan
2595,Contributions in support of Mountain Pine Beetle Management in Alberta,Contributions à l'appui de la gestion du dendroctone du pin ponderosa en Alberta,nrcan-rncan
2594,Web content management services,Services de gestion du contenu web,nrcan-rncan
2593,"Emissions Reduction Fund Offshore Research, Development and Demonstration","Le programme de recherche, développement et démonstration extracôtière du Fonds de réduction des émissions",nrcan-rncan
2592,Clean Technology Challenges - Impact Canada Initiative,Défis de technologies propres - Initiative Impact Canada,nrcan-rncan
2591,Clean Technology Challenges - Impact Canada Initiative - Grants Portion,Défis de technologies propres - Initiative Impact Canada - subventions,nrcan-rncan
2590,Clean Energy for Rural and Remote Communities Program - Demonstration,Programme d'énergie propre pour les collectivités rurales et éloignées,nrcan-rncan
2589,Energy Efficient Buildings Program,Programme de bâtiments écoénergétiques,nrcan-rncan
2588,Clean Growth in the Natural Resources Sectors Innovation Program,Programme d'innovation sur la croissance propre dans les secteurs des ressources naturelles,nrcan-rncan
2587,Smart Grid Infrastructure Demonstrations Program,Programme de démonstration de l'infrastructure des réseaux électriques intelligents,nrcan-rncan
2586,Electric Vehicle Infrastructure Demonstrations,Démonstrations d'infrastructures pour véhicules électriques,nrcan-rncan
2585,Contributions in support of the ENERGY Innovation Program,Contributions à l'appui des Programmes d'innovation énergétique,nrcan-rncan
2579,Grants in support of Geo-Mapping for Energy and Minerals,Subventions à l'appui du Programme Géocartographie de l?énergie et des minéraux,nrcan-rncan
2577,Contribution in support of Climate Change Adaptation,Contribution à l'appui de l'adaptation au changement climatique,nrcan-rncan
2574,Extractive Sector Transparency Measures Act,Loi sur les mesures de transparence dans le secteur extractif,nrcan-rncan
2573,Research Program,Programme de recherche,iaac-aeic
2572,Projects subject to federal assessment under the IAA,Projets assujettis à l'évaluation fédérale en vertu de la Loi sur l'évaluation d’impact (LEI),iaac-aeic
2571,Policy Dialogue Program,Programme de dialogue sur les politiques,iaac-aeic
2570,Participant Funding Program,Programme d’aide financière aux participants,iaac-aeic
2569,Indigenous Capacity Support Program,Programme de soutien des capacités autochtones,iaac-aeic
2568,Canadian Construction Materials Centre (CCMC) Product Assessments,Évaluation des produits du Centre canadien de matériaux de construction (CCMC),nrc-cnrc
2567,Surplus Federal Real Property Initiative,Initiative sur les biens immobiliers excédentaires fédéraux,aandc-aadnc
2566,BC Treaty Funding,Financement des traités CB,aandc-aadnc
2565,Negotiations,Négociations,aandc-aadnc
2564,Contribution and Loan Funding to support Indigenous Communities Programs,"Fonds de contribution et de prêt pour soutenir les programmes de négociations, de reconstruction des Nation et d’Espaces culturels dans les communautés autochtones. s",aandc-aadnc
2563,Claims Assessment,Évaluation des revendications,aandc-aadnc
2562,Reconciliation Secretariat Branch,Direction générale du Secrétariat de la réconciliation,aandc-aadnc
2561,"Strategic Policy, Cabinet and Parliamentary Affairs Branch","Direction générale des politiques stratégiques, des affaires du Cabinet et des affaires parlementaires",aandc-aadnc
2560,Litigation Management Oversight Team,Direction de la surveillance de la gestion des litiges,aandc-aadnc
2559,Missing and Murdered Indigenous Women and Girls Secretariat,Le Secretariat pour les femmes et les filles autochtones disparues et assassinées,aandc-aadnc
2558,Receive and review breach reports under PIPEDA.,Recevoir et examiner les atteintes à la vie privée en vertu de la LPRPDE.,opc-cpvp
2557,On-Reserve Other Community Infrastructure Capacity Building,Renforcement des capacités pour les autres infrastructures communautaires pour les collectivités dans les réserves,isc-sac
2556,Review and investigate complaints under PIPEDA.,Examiner et enquêter les plaintes en vertu de la LPRPDE.,opc-cpvp
2555,Receive and review Privacy Act breach reports.,Recevoir et examiner les rapports d'atteintes à la vie privée en vertu de la Loi sur la protection des renseignements personnels.,opc-cpvp
2554,Review and Investigate complaints under the Privacy Act.,Examiner et enquêter sur les plaintes en vertu de la Loi sur la protection des renseignements personnels.,opc-cpvp
2553,Consultation services with federal institutions,Services-conseils au gouvernement,opc-cpvp
2552,Privacy Impact Assessment (PIAs) Reviews.,Examens de Évaluations des facteurs relatifs à la vie privée (EFVP).,opc-cpvp
2551,Surplus Canadian Publications,Publications canadiennes en surplus,lac-bac
2550,Contributions Program of the Office of the Privacy Commissioner of Canada.,Programme des contributions du Commissariat à la protection de la vie privée du Canada.,opc-cpvp
2549,Cataloguing in Publication,Catalogage avant publication,lac-bac
2545,Access to records of former Canadian Armed Forces members,Accès aux dossiers personnels des anciens membres des Forces armées canadiennes,lac-bac
2542,Access to records in support of the Federal Indian Day School Class Action Settl,Accès aux dossiers à l'appui du règlement du recours collectif des externats indiens fédéraux,lac-bac
2541,"«Listen, Hear Our Voices» Initiative",Initiative «Écoutez pour entendre nos voix»,lac-bac
2540,Loan request for exhibitions,Demande de prêts pour expositions,lac-bac
2539,Respond to requests for information from Parliamentarians.,Répondre aux demandes d'information des parlementaires.,opc-cpvp
2538,Consultation of published and archival material,Consultation de matériel publié et archivistique,lac-bac
2537,LAC User Card Registration Form,Formulaire d'inscription pour la carte d'usager de BAC,lac-bac
2536,Loans to other institutions,Prêts à d'autres institutions,lac-bac
2534,Genealogy,Généalogie,lac-bac
2532,Grants and Contributions in Aid of Academic Relations,Subventions et contributions en appui aux relations academiques,dfatd-maecd
2531,Orientation,Orientation,lac-bac
2528,Emergency Watch and Response,Surveillance et d'interventions d'urgence,dfatd-maecd
2517,Canada Treaty Adoption Process,Processus canadien d'adoption des traités,dfatd-maecd
2515,Northern Contaminated Sites Program,Programme des sites contaminés du Nord,aandc-aadnc
2505,Permits under the Scott Islands Protected Marine Area Regulations,Permis en vertu du Règlement sur la zone marine protégée des îles Scott,ec
2495,Impact Assessment Process,Processus d'évaluation d'impact,isc-sac
2480,Manage the Specific Claims Program,Gestion du programme des revendications particulières,aandc-aadnc
2477,"Support in accordance with the First Nations Fiscal Management Act, and its institutions",Support en lien avec la Loi sur la gestion financière des Premières Nations et ses institutions.,aandc-aadnc
2469,Canada Treaty Custodian,Gardien des traités du Canada,dfatd-maecd
2468,Indigenous Childhood Claims Litigation,Litiges relatifs aux réclamations pour les expériences vécues dans l'enfance,aandc-aadnc
2467,Implementation of the Indian Residential Schools Settlement Agreement and Indian Residential Schools Documents Advisory Committee,Mise en œuvre de la Convention de règlement relative aux pensionnats indiens,aandc-aadnc
2466,International Real Property Services,Services en biens immobiliers internationaux,dfatd-maecd
2465,Media Relations.,Relations avec les médias.,opc-cpvp
2464,10% Temporary Wage Subsidy for Employers,Subvention salariale temporaire de 10 % pour les employeurs (SST),cra-arc
2463,Canada Emergency Rent Subsidy (CERS),Subvention d'urgence du Canada pour le loyer (SUCL),cra-arc
2462,Canada Emergency Wage Subsidy (CEWS),Subvention salariale d'urgence du Canada (SSUC),cra-arc
2461,Canada Emergency Student Benefit (CESB),Prestation canadienne d'urgence pour les étudiants (PCUE),cra-arc
2460,Canada Emergency Response Benefit (CERB),Prestation canadienne d'urgence (PCU),cra-arc
2459,Canada Recovery Sickness Benefit (CRSB),Prestation canadienne de maladie pour la relance économique (PCMRE),cra-arc
2458,Canada Recovery Caregiving Benefit (CRCB),Prestation canadienne de la relance économique pour proches aidants (PCREPA),cra-arc
2457,Canada Recovery Benefit (CRB),Prestation canadienne de la relance économique (PCRE),cra-arc
2456,Support to employees and veterans experiencing symptoms of or who have been diagnosed with an operational stress injury,Soutien aux employés et vétérans présentant des symptômes ou ayant reçu un diagnostic de traumatisme lié au stress opérationnel,rcmp-grc
2454,Information sharing service between INTERPOL/Europol and Canadian Law Enforcement,Service d’échange d’information entre INTERPOL/Europol,rcmp-grc
2453,Specialized Technical Investigative Services (STIS),Les Services d’enquêtes spécialisées et techniques,rcmp-grc
2452,"Notices and requests related to An Act respecting First Nations, Inuit and Métis children, youth and families","Avis et demandes liés à la Loi concernant les enfants, les jeunes et les familles des Premières Nations, des Inuits et des Métis",isc-sac
2451,Coordination Agreement Discussions Tables,Tables de discussions sur l'accord de coordination,isc-sac
2450,Service Feedback - Complaints,"Rétroaction sur les services - plaintes,",cra-arc
2449,Canadian Police Information Centre (CPIC) System including the Public Safety Portal (PSP),Système du Centre d'information de la police canadienne (CIPC) incluant le Portail de la Sécurité Publique (PSP),rcmp-grc
2448,Vulnerable Persons Unit (VPU) - Family Violence Initiative Fund (FVIF),Section des personnes vulnérables - Fonds de l'Initiative de lutte contre la violence familiale de la GRC,rcmp-grc
2447,Indian Act Land Administration,Gestion des terres sous la Loi sur les Indiens,isc-sac
2446,Youth Leadership Workshop (YLW),Atelier de perfectionnement en leadership (APL),rcmp-grc
2445,RCMPTalks,Discussions GRC,rcmp-grc
2444,Youth Officer Training (YOT) (online and in-person),Formation des policiers éducateurs (FPE) (en ligne et en personne),rcmp-grc
2443,RCMP-Indigenous Relations Services (RIRS),GRC services de relations avec les autochtones (GRC-SRA),rcmp-grc
2442,RCMP Operations Coordination Centre (ROCC),Centre de coordination des opérations de la GRC (CCOG),rcmp-grc
2440,Operational Communications Centre National Support Services (OCCNSS),Services nationaux du soutien aux stations de transmissions opérationnelles (SNSSTO),rcmp-grc
2380,Canada Business App,l'application Enterprises Canada,ic
2379,Cyber Security Assessments,Évaluations de la cybersécurité,ps-sp
2378,General Enquiry Services,Services de renseignements généraux (SRG),infc
2377,Green and Inclusive Community Buildings (GICB),Bâtiments communautaires verts et inclusifs (BCVI),infc
2376,Natural Infrastructure Fund (NIF),Fonds pour les infrastructures naturelles (FIN),infc
2375,National Contact Centre Network (NCCN),Réseau national des centres de contact (RNCC),vac-acc
2374,Inspecting a Railway,Inspection d'un chemin de fer,tc
2373,Program to Advance Indigenous Reconciliation: Marine Safety Equipment and Traini,Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de formation et d'équipement de sécurité maritime,tc
2372,Program to Advance Indigenous Reconciliation: Program to Enhance Maritime Situat,Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de sensibilisation accrue aux activités maritimes,tc
2371,Program to Protect Canada's Coastlines and Waterways: Safety Equipment and Basic,Programme de protection du littoral et des voies navigables du Canada : Initiative sur l'équipement de sécurité et l'infrastructure maritime de base dans les collectivités nordiques,tc
2370,Administration of the Marine War Risk Act and the agreement with the Canadian Sh,Administration de la Loi sur les risques de guerre en matière d'assurance maritime et de l'accord avec l'Association pour assurance mutuelle d'armateurs canadiens.,tc
2369,Contribution Program to Support Essential Air Services for Remote Communities,programme de contribution pour le programme de soutien aux services aériens essentiels aux collectivités éloignées,tc
2368,Issuance of AMOC/Exemption to the requirements of an Airworthiness Directive,Délivrance d'un AMOC/Exemption aux exigences d'une directive de navigabilité,tc
2367,Program to Address Disturbances from Vessel Traffic: Quiet Vessel Initiative,Programme de lutte contre les perturbations causées par le trafic maritime : Initiative pour des navires silencieux,tc
2366,Aviation Security - Issuing Exemptions,Sûreté aérienne - délivrance d'exemptions,tc
2365,Operating a federal railway,Exploitation d'un chemin de fer fédéral,tc
2364,Drone safety,Sécurité des drones,tc
2363,Program to Advance Transportation Innovation: Canadian Transportation Research F,Programme de promotion de l'innovation en matière de transport : Groupe de recherches sur les transports au Canada,tc
2362,Transportation Security Clearance,Habilitation de sécurité en matière de transport,tc
2361,Radiological and Nuclear Expertise,Expertise nucléaire et radiologique,cnsc-ccsn
2360,CNSC Emergency Management Duty Officer,Agente de service chargé de la gestion des urgences de la CCSN,cnsc-ccsn
2359,Exchanges Canada - Youth Forums Canada,Échanges Canada - Forums Jeunesse Canada,pch
2358,Youth Take Charge,Les jeunes s'engagent,pch
2330,Business Advisory Services.,Services-conseils à l'entreprise.,opc-cpvp
2300,Canadian Travel Number (CTN),Numéro canadien de voyages (NCV),ps-sp
2298,Botulism Reference Service for Canada,Service de référence pour le botulisme au Canada,hc-sc
2297,"Supporting the Canadian Red Cross' Urgent Relief Efforts Related to COVID-19, Floods and Wildfires","Appuyer les efforts urgents de secours de la Croix-Rouge canadienne liés è la COVID-19, aux inondations et aux feux de forêt",ps-sp
2296,Official Languages Health Program,Programme pour les langues officielles en santé,hc-sc
2295,COVID-19 Authorized Accommodations Toll-Free line,Ligne sans frais des hébergements autorisés COVID-19,phac-aspc
2294,ArriveCAN Public Enquiries,Demandes de renseignement sur ArriveCAN,phac-aspc
2293,COVID-19 Public Enquiries,Demandes de renseignement sur la COVID-19,phac-aspc
2292,Health Care Policy and Strategies Program,Programme des politiques et des stratégies en matière de soins de santé,hc-sc
2291,Central Registry of Divorce Proceedings (CRDP),Bureau d'enregistrement des actions en divorce (BEAD),jus
2290,Garnishment Registry of the National Capital Region (GAPDA),Greffe de la saisie-arrêt de la région de la capitale nationale (LSADP),jus
2289,Professional Training,Formation professionnelle,jus
2288,Public Legal Education and Information,Éducation et information juridiques publiques,jus
2287,Canadian Family Justice Fund,Fonds canadien de justice familiale,jus
2286,Enquiries,Demande de renseignements,jus
2285,One-Time Payment to Persons with Disabilities,Paiement Unique aux Personnes en Situation de Handicap,esdc-edsc
2284,Fish Harvester Benefit and Grants program,Programme de Prestation et Subvention aux Pêcheurs,esdc-edsc
2283,Amend Industrial Hemp Licences,Modifier les licences de chanvre en vertu de la Loi sur le cannabis et de ses règlements,hc-sc
2281,Cannabis Status Confirmation Service,Service de confirmation du statut en matiere du cannabis,hc-sc
2280,"Class A Precursor Licences (New, Renewals, Amendments, Closures)","Octroi de licences de précurseurs chimiques de catégorie A (Nouvelles, renouvellements, modifications et fermetures)",hc-sc
2277,Emergency Support Function #10,Fonction de soutien d'urgence no. 10,pwgsc-tpsgc
2276,Water/sewage treatment,Eau/traitement des eaux usées,dnd-mdn
2275,Respond to inquiries.,Répondre aux demandes de renseignements.,opc-cpvp
2274,Prosecutorial Legal Advice,Conseils juridiques en matière de poursuites,ppsc-sppc
2271,Recruitment,Recrutement,dnd-mdn
2270,Measuring device approval services (non new approvals / revisions),Services d'approbation des dispositifs de mesure (non nouvelles approbations / révisions),ic
2269,Listeriosis Reference Service for Canada,Service de référence sur la listériose au Canada,hc-sc
2268,Central Notification System,Système de notification central,phac-aspc
2267,Designated Quarantine Facilities,Installations de quarantaine désignées,phac-aspc
2266,GC-Wide Application Support Services,Services de soutien des applications à l'échelle du GC,pwgsc-tpsgc
2265,Travel Health Advice,Conseils de santé aux voyageurs,phac-aspc
2264,COVID-19 Mental Health Response,COVID-19: Intervention en santé mentale,hc-sc
2263,Public Service Occupational Health Program COVID Response Division,Programme de santé au travail de la fonction publique - Division de l'intervention liée à la COVID,hc-sc
2262,Project Risk and Complexity Assessment (Callipers),L’Évaluation de la complexité et des risques des projets (Calibrage),tbs-sct
2261,Repository of Federal Public Sector (Core Public Administration) Collective Agreements,Répertoire des conventions collectives du secteur public fédéral (administration publique centrale),tbs-sct
2260,"Investment Canada Act (ICA) Net Benefit Review, National Security Review","Loi sur Investissement Canda examen de l'avantage net, examen relatif à la sécurité nationale",ic
2259,Early Retirement Incentive Program- A Unique Program (not associated with Receiver General Functions). Maintain pension services for employees of coal mines.,Programme d’encouragement à la retraite anticipée – Un programme unique (indépendant des fonctions du receveur général). Assurer les services de pensions pour les employés des mines de charbon.,pwgsc-tpsgc
2257,Treasury Board Policy Suite Website,Site Web des politiques du Conseil du Trésor,tbs-sct
2256,New Substances Notifications (Food and Drugs Act use),Déclaration de substances nouvelles (usage en vertu de la Loi sur les aliments et drogues),hc-sc
2255,New Substances Program,Programme des substances nouvelles,hc-sc
2254,COVID Vaccines Inventory Management,Gestion des inventaires vaccins COVID,phac-aspc
2253,GC Integrated Planning submission,Soumission du Plan Intégrée GC,tbs-sct
2251,Intellectual Property Clinics Program (Gs&Cs),Programme de cliniques sur la propriété intellectuelle,ic
2250,Indigenous Intellectual Property Program Grant (Gs&Cs),Subvention du programme sur la propriété intellectuelle autochtone,ic
2248,Patent Collective Pilot Program (Gs&Cs),Programme pilote sur le Collectif de brevets,ic
2247,Large Employer Emergency Financing Facility (LEEFF),Crédit d’urgence pour les grands employeurs (CUGE),ic
2246,Regional Relief and Recovery Fund,Fonds d'aide et de relance régionale,ic
2245,Women Entrepreneurship Strategy Ecosystem Fund,Le Fonds pour l'écosystème de la Stratégie pour les femmes en entrepreneuriat,ic
2244,Women Entrepreneurship Fund,Le Fonds pour les femmes en entrepreneuriat,ic
2243,Canadian Experiences Fund,Fonds pour les expériences canadiennes,ic
2242,Executive Talent Management,Gestion des talents des cadres supérieurs,tbs-sct
2241,Public Service Employee Survey (PSES),Sondage auprès des fonctionnaires fédéraux (SAFF),tbs-sct
2240,Issuance of Certificates of Qualification under the Floating Plant Clause (Coasting Trade Act),Délivrance de certificats de qualification en vertu de la clause d'outillage flottant (Loi sur le cabotage),ic
2239,Expenditure Management Component,Le système de gestion des dépenses,tbs-sct
2238,Client Support Centre,Centre de soutien à la clientèle,cic
2237,ExploreIP,ExplorerPI,ic
2236,The Accelerated Growth Service (AGS),Le service de croissance accélérée,ic
2235,Accelerated Growth Service,Service croissance accélérée,ic
2234,IC Contact Us: AGS Call Centre Service,Contactez-nous IC: Service de centre d'appel,ic
2233,TBS IRIS (SAP) Corporate Financial Systems for the Central Agency Cluster Shared Systems (CAC-SS),SCT IRIS (SAP) Systèmes financiers ministériels des Systèmes partagés du Regroupement des organismes centraux (SP-ROC),tbs-sct
2230,COVID-19 Tracking System (CTS),Système de suivi pour la COVID-19 (SSC),tbs-sct
2229,Universal Broadband Fund (STS-CCB),Fonds pour la large bande universelle,ic
2228,CRC-Intellectual Property Licensing,Licences de propriété intellectuelle,ic
2227,Strategic Science Fund (SSF),Fonds stratégique des sciences (FSS),ic
2226,Safeguarding Your Research Portal,Portail Protégez Votre Recherche,ic
2225,Innovative Solutions Canada Program,Solutions innovatrices Canada (SIC),ic
2224,AAFC Contact Centre,Centre d’appels de la Direction des programmes du revenu agricole (DPRA),aafc-aac
2223,Food Waste Reduction Challenge,Défi de réduction du gaspillage alimentaire,aafc-aac
2222,Canada Digital Adoption Program - Grow Your Business Online,Programme canadien d’adoption du numérique - Développer vos activités commerciales en ligne,ic
2221,COVID Alert,Alerte COVID,hc-sc
2220,Rapid test kit provision,Fourniture de kit de test rapide,hc-sc
2219,Women Entrepreneurship Knowledge Hub,Portal de connaissances pour les femmes en entrepreneuriat,ic
2218,Black Entrepreneurship Program,Programme pour l'entrepreneuriat des communautés noires,ic
2217,Register Integrated Circuit Topography,Enregistrement de topographies de circuits intégrés,ic
2216,"IP Education, tools, and resources","Éducation, outils et ressources en matière de PI",ic
2215,Surplus Food Rescue Program,Programme de récupération d’aliments excédentaires,aafc-aac
2214,Emergency Processing Fund,Le Fonds d'urgence pour la transformation,aafc-aac
2213,Emergency On-Farm Support Fund,Fonds d’urgence pour les mesures de soutien à la ferme,aafc-aac
2201,Mandatory Isolation Supports for Temporary Foreign Workers Program,Programme d'aide pour l'isolement obligatoire des travailleurs étrangers temporaires,aafc-aac
2158,Funding Programs,Programmes de financement,feddevontario
2155,Funding Programs for Health Research and Training,Programmes de financement de la recherche et de la formation en santé,cihr-irsc
2154,Investigate a Complaint,Enquêter sur une plainte,sirc-csars
2153,Conduct a Review,Effectuer un examen,sirc-csars
2152,Public Education and Outreach,Sensibilisation du public et liaison avec les collectivités,cpc-cpp
2151,Request a Review,Demande d'examen,cpc-cpp
2150,Make a Complaint,Dépôt d'une plainte,cpc-cpp
2149,Stakeholder Relations,Stakeholder Relations,tsb-bst
2148,Media relations,Relations avec les médias,tsb-bst
2146,Accelerated Growth Service,Service de croissance accélérée,ic
2145,Government Resiliency and Continuity Management (Centre for Resiliency and Continuity Management),Gestion de la continuité et de la résilience du gouvernement (Centre de gestion de la continuité et de la résilience),ps-sp
2144,Alerts and advisories,Alertes et avis,pc
2143,Waterways Safety and Reporting,Services de sécurité et d'information sur les voies navigables,pc
2142,Highway Operations,Opérations de voirie,pc
2141,Conservation management,Gestion de la conservation,pc
2140,Media Relations,Relations avec les médias,fin
2139,Departmental Correspondence Unit,Unité de la correspondance ministérielle,fin
2138,Criminal Intelligence Service Canada (CISC),Service canadian de renseignements criminels (SCRC),rcmp-grc
2137,Sensitive and Specialized Investigative Services (SSIS),Services d'enquêtes spécialisées et de nature délicate (SESND),rcmp-grc
2136,Canadian Criminal Real Time Identification Services (CCRTIS) - Biometric Business Solutions (BBS) Certification Services.,Les Services canadiens d'identification criminelle en temps réel (SCICTR) - Services de certification- Solutions biométriques d'entreprise (SBE),rcmp-grc
2134,Canada Energy Regulator (CER)'s Emergency Response Procedures,Procedures d'intervention d'urgence de la Régie de l'énergie du Canada,cer-rec
2133,Privacy,Protection des renseignements personnels,aandc-aadnc
2132,Settlement Program Transfer Payments,Paiements de transfert du Programme d'établissement,cic
2131,Coordinate COVID-19 Funding Opportunities,Coordination des possibilités de financement liées à la COVID?19,cihr-irsc
2130,Access to Information,Accès à l'information,aandc-aadnc
2129,Indigenous Arts Centre,Centre d'art autochtone,aandc-aadnc
2128,Ministerial Correspondence,Correspondence ministérielle,aandc-aadnc
2127,List of First Nations managing their lands under the First Nations Land Management Act,Liste des Premières Nations qui gèrent leur terres sous la Loi sur la gestion des terres des Premières Nations,aandc-aadnc
2126,"Support in accordance with the Addition of Lands to Reserve and Reserve Creation Act, the First Nations Fiscal Management Act and the Framework Agreement on First Nation Land Management Act and the related institutions","Appui portant sur la Loi sur l’ajout de terres aux réserves et la création de réserves, la Loi sur la gestion financière des premières nations et la Loi sur l’Accord-cadre relatif à la gestion des terres de premières nations.",aandc-aadnc
2125,Consultation and Policy Development,Consultations et de l'élaboration des politiques,aandc-aadnc
2124,Federal Interlocutor's Contribution Program(FICP) (Projects Stream),Programme de contribution de l'Interlocuteur fédéral,aandc-aadnc
2123,Basic Organizational Capacity,Capacité organisationnelle de base,aandc-aadnc
2122,Northern Contaminants Program,Programme de lutte contre les contaminants dans le Nord,aandc-aadnc
2121,Impact Assessment done by the Agency,Évaluation d'impact réalisée par l'Agence,iaac-aeic
2119,"Monitoring and addressing events in the financial sector, response to liquidity","Surveillance et traitement des événements dans le secteur financier, réponse à la crise des liquidités",osfi-bsif
2118,Impact Assessment done by Substitution,Évaluation d'impact par substitution,iaac-aeic
2117,Impact Assessment done by Review Panels,Évaluation d'impact par une commission d'examen,iaac-aeic
2116,Emergency Management Services,Services de gestion des urgences,pwgsc-tpsgc
2115,introduction to and Advanced Training on the IAA,Introduction et formation avancée à la LEI,iaac-aeic
2114,"Issuance of Authority – Air Licence, International Charter Permits and Wet Lease","Délivrance de l'autorisation - Licence aérienne, permis d'affrètement international et bail avec équipage",cta-otc
2112,Ecosystems and Oceans Science Contribution Framework,Cadre de contribution de Sciences des écosystèmes et des océans,dfo-mpo
2110,Family Orders and Agreement Enforcement Assistance,Aide à l'exécution des ordonnances et des ententes familiales,jus
2109,Access to Information and Privacy,Accès à l’information et protection des renseignements personnels,esdc-edsc
2108,Temporary Passport,Délivrance d'un passeport provisoire,cic
2107,Client initiated request to transfer the file between offices in Canada,Demande initiée par le client pour transférer le dossier entre des bureaux au Canada,cic
2106,"Equality for Sex, Sexual Orientation, Gender Identity and Expression Program","Programme de promotion de l'égalité des sexes, de l'orientation sexuelle, de l'identité et de l'expression de genre",wage
2105,Gender-Based Violence Program,Programme de financement de la lutte contre la violence fondée sur le sexe,wage
2104,Women's Program,Programme de promotion de la femme,wage
2103,Roadmap,Feuille de route,iic-iac
2102,Introductions,Présentations,iic-iac
2101,Investment Support,Soutien en matière d'investissement,iic-iac
2100,Legal Services - Legislative and Regulatory,Services juridiques – Législation et réglementation,jus
2099,Legal Services - Litigation,Services juridiques - Contentieux,jus
2098,Legal Services - Advisory,Services juridiques - Conseils,jus
2096,International Assistance Group,Service d'entraide internationale,jus
2095,Canada Nature Fund - Community-nominated priority places for species at risk,Les lieux prioritaires désignés par les collectivités pour les espèces en péril du Fonds de la nature du Canada,ec
2094,Enhanced Nature Legacy - Canada Target 1 Challenge Top-up,Complément du Défi de l’objectif 1 du Patrimoine naturel bonifié du Canada,ec
2093,TMX Accommodation Measure Salish Sea Initiative (SSI),Initiative de la mer Salish (IMS),dfo-mpo
2092,Marine Mammal Response Program,Programme d'intervention auprès des mammifères marins,dfo-mpo
2091,BC Salmon Restoration and Innovation Fund (BCSRIF),Fonds de restauration et d'innovation pour le saumon de la Colombie-Britannique (FRISB),dfo-mpo
2087,Indigenous Habitat Participation Program,Programme pour la participation autochtone sur les habitats,dfo-mpo
2086,National Collision Database (NCDB),Base nationale de données sur les collisions (BNDC),tc
2085,Program to Protect Canada's Coastlines and Waterways: Program to Enhance Maritim,Programme de protection du littoral et des voies navigables du Canada : Programme de sensibilisation accrue aux activités maritimes,tc
2084,Financial Performance Data,Données sur la performance financière,ic
2083,Trade Data Online,Données sur le commerce en direct.,ic
2082,Canadian Importers Database,Base de données sur les importateurs canadiens,ic
2080,Canadian Industry Statistics,Statistiques relatives à l'industrie canadienne,ic
2079,MPA Activity Plan Application Process - Banc-des-Americains MPA,Processus de demande d'activités pour la ZPM - Banc-des-Americains,dfo-mpo
2078,MPA Activity Plan Application Process - Basin Head MPA,Processus de demande d'activités pour la ZPM - Basin Head,dfo-mpo
2077,MPA Activity Plan Application Process - Laurentian Channel MPA,Processus de demande d'activités pour la ZPM - Laurentian Channel,dfo-mpo
2076,Program to Protect Canada's Coastlines and Waterways: Marine Training Program,Programme de protection du littoral et des voies navigables du Canada : Programme de formation dans le domaine maritime,tc
2075,Program to Protect Canada's Coastlines and Waterways: Indigenous and Local Commu,Programme de protection du littoral et des voies navigables du Canada : Programme de partenariat et de mobilisation des collectivités autochtones et locales,tc
2074,Program to Protect Canada's Coastlines and Waterways: Abandoned Boats Program,Programme de protection du littoral et des voies navigables du Canada : Programme de bateaux abandonnés,tc
2073,Program to Address Disturbances from Vessel Traffic: WhaleReport Alert System,Programme de lutte contre les perturbations causées par le trafic maritime : Système d'alerte de rapport de baleine WhaleAlert,tc
2072,Quebec Fisheries Fund (QFF),Fonds des pêches du Québec (FPQ),dfo-mpo
2071,Animal Health Investigation - Incident Response,Enquête sur la salubrité des animaux - intervention en cas d’incident,cfia-acia
2070,Program to Address Disturbances from Vessel Traffic: Vessel slowdown,Programme de lutte contre les perturbations causées par le trafic maritime : Ralentissement du navire,tc
2069,Matrimonial Real Property,Biens immobiliers matrimoniaux dans les réserves,isc-sac
2068,Band Governance Management System,Système d'information sur l'administration des bandes,isc-sac
2067,Sustainable On-Reserve First Nation Community and Economic Development,Développement économique et communautaire durable des Premières Nations dans les réserves,isc-sac
2066,Additions to Reserve,Ajouts aux réserves,isc-sac
2065,Environmental Review Process,Processus d'examen environnemental,isc-sac
2064,First Nations Waste Management Initiative,Initiative des gestion des matières résiduelles des Premières Nations,isc-sac
2063,Land Use Planning,Planification de l'utilisation des terres,isc-sac
2062,Contaminated Sites On-Reserve Program,Programme des sites contaminés dans les réserves,isc-sac
2061,Funding Community-Based Services: Reserve Land and Environment Management Program,Financement des services communautaires : Programme de gestion de l’environnement et des terres de réserve,isc-sac
2060,Indian Land Registry,Registre des terres indiennes,isc-sac
2059,Community Based On-Reserve Oil and Gas Management,Gestion communautaire du pétrole et du gaz sur les terres de réserve,isc-sac
2058,Procurement Strategy for Indigenous Business and the Indigenous Business Directory,Stratégie d’approvisionnement auprès des entreprises autochtones et Répertoire des entreprises autochtones,isc-sac
2057,Operation and Maintenance of First Nations and Inuit Health Facilities,Fonctionnement et l’entretien des établissements de santé des Premières Nations et des Inuits,isc-sac
2056,Aboriginal Entrepreneurship Program - Access to Capital,Programme d'entrepreneuriat autochtone - L’accès au capital,isc-sac
2055,Incentives for Zero-Emission Vehicles Program,Le programme incitatifs pour l'achat de véhicules zéro émission,tc
